id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
63		1	1		0	2021-06-23 19:44:39.835680	2022-02-05 22:08:42.395617	Torchlight II captures all the flavor and excitement of the original game - while expanding the world and adding the features players wanted most, including online and LAN co-op multiplayer. Torchlight II is fast, fun, and filled to the brim with action and loot. Adventure solo or online with your friends!	Runic Games	T	0	torchlight-ii	12	256 MB of VRAM / OpenGL 2.0 compatible	1.7 GB				1	Windows XP SP3 / Ubuntu 12.04	17		1	2.0 GHz	Runic Games	2 GB	NA			GOG		Torchlight II	0	2012
64		1	1	12	1	2021-06-23 21:59:03.438350	2024-04-20 16:59:48.007300	Fallout Tactics: Brotherhood of Steel is essentially the combat portion of the original Fallout series, with a new campaign, graphical polish, a set of random encounters, and a world map. The emphasis is on squad tactics and tactical combat, though your characters will grow like in any RPG.	Micro Forté	M	0	fallout-tactics	12	SVGA / DirectX 7 compatible	1.6 GB				1	Windows 95	40		1	64 MB	Interplay	1 GB	NA			GOG	None	Fallout Tactics	0	2001
65	Sid Meier's Civilization IV: The Complete Edition	1	0	5	0	2021-06-24 05:47:28.043714	2023-11-06 01:25:06.917449	Sid Meier’s Civilization is widely recognized as one the greatest PC game franchises of all-time. Heralded as one of the top ten games of 2005, Civilization IV is a must-have for gamers around the globe. Sid Meier’s Civilization IV: The Complete Edition includes Civilization IV, plus all three expansions: Warlords, Beyond the Sword and Colonization.	Firaxis Games	E	0	civilization-iv	14	DirectX 9.0					1	Windows 7	40		1	1.8 GHz	2K Games	512 MB	NA			GOG	4X, Turn-Based, Management, Isometric	Civilization IV: The Complete Edition	0	2005
66		1	0		1	2021-06-24 17:45:41.428903	2022-02-05 01:17:32.563295	The remnants of human civilization are threatened by gigantic creatures breeding beneath the earth. You must control powerful mechs from the future to hold off this alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game from the makers of FTL.	Subset Games	E10	0	into-the-breach	14	Intel HD Graphics 3000 / OpenGL 2.1 compatible	400 MB				0	Ubuntu 14.04	17		1	1.7 GHz	Subset Games	1 GB	NA			GOG		Into the Breach	0	2018
67		0	0		1	2021-06-25 03:11:20.410392	2024-01-31 23:34:14.271325	Populous is a series of strategy games where the player takes on the role as God, and lead their tribe to victory against rival Gods and tribes.	Bullfrog Productions	T	0	populous.zip	14	DirectX 7 (compatible	2 GB				1	Windows XP	7		1	1.8 GHz	Electronic Arts	512 MB	NA			GOG	Real-Time	Populous	0	1989
69		1	0	72	0	2021-07-06 09:57:30.011935	2023-06-30 00:29:09.530170	In Halo's twenty-sixth century setting, the player assumes the role of the Master Chief, a cybernetically enhanced super-soldier. The player is accompanied by Cortana, an artificial intelligence who occupies the Master Chief's neural interface. Players battle various aliens on foot and in vehicles as they attempt to uncover the secrets of the eponymous Halo, a ring-shaped artificial planet.	Bungie	M	0	halo-ce	1	32 MB VRAM / DirectX 9.0b compatible	1.3 GB				1	Windows 98SE	40		1	733 MHz	Microsoft Studios	128 MB	NA				First-Person, Shooter	Halo: Combat Evolved	0	2004
70		0	0	49	1	2021-07-06 18:57:52.304173	2022-11-01 21:49:18.226061	Tetrisphere is a variant on Tetris in which various shapes are shifted across a wrapped three-dimensional grid resembling a sphere, and then destroyed. The objective of the game changes depending on the mode, but generally consists of removing layers of shapes to reach the playing field's core.	H2O Interactive	E	0	tetrisphere.n64	9						0		21		2		Nintendo		NA					Tetrisphere	0	1997
71		0	0	120	1	2021-07-06 19:47:22.336952	2024-03-25 11:11:44.416043	In his second papercraft adventure, Mario must find the seven Crystal Stars needed to open the mystical Thousand-Year Door (before a group of alien invaders do the same).	Intelligent Systems	E	0	paper-mario-thousand-year-door.rvz	12						0		10		1		Nintendo		NA				None	Paper Mario: The Thousand-Year Door	0	2004
72		0	0		1	2021-07-06 20:29:27.026975	2024-01-23 22:01:36.607609	Super Monkey Ball does exactly what it says on the box: it features a monkey, in a ball, and it is absolutely super. This rather odd game is similar to the classic Marble Madness, except that instead of controlling a marble through a maze-like course you control the course and must tilt and rotate it to get the cheeky little simian to the exit.	Amusement Vision	E	0	super-monkey-ball.rvz	1						0		10		4		SEGA		NA				Puzzle	Super Monkey Ball	0	2001
73		0	0		1	2021-07-06 21:38:40.031284	2024-01-23 22:10:23.014934	A netplay-specific community build of SSB: Melee, the Melee Netplay Community Build to addresses Melee netplay issues and add some additional content.	MNCB	T	0	ssb-melee-netplay-community-build.rvz	7						1		10		4		MNCB		NA				Party	SSB: Melee Netplay Community Build	0	2015
74		0	0		1	2021-07-07 16:35:17.933006	2022-10-26 17:03:55.527730	Power Stone 2 adds heaps of new characters and environments to the already established crew, however there are now 4 players doing battle at a time in both single and multiplayer modes.This time, the top 2 from every round (in other words the two that survive each fight of 4 players) progress to the next round. And after a few rounds, you will battle it out with huge Bosses that take up most of the screen.	Capcom	T	0	power-stone-2.chd	7						0		8		4		Capcom		NA				Party	Power Stone 2	0	2000
75		1	0	106	1	2021-07-07 16:46:38.509330	2024-01-28 23:23:45.092383	Power Rangers: Battle for the Grid is a fighting game developed by San Francisco-based game developer nWay, featuring characters from the Power Rangers franchise.	nWay	T	0	power-rangers-battle-for-the-grid	7	DirectX 10 compatible	2 GB				0	Windows 7 64-bit	40		2	3.60 GHz	Maximum Games	6 GB	NA				None	Power Rangers Battle for the Grid: Collector's Edition	0	2020
76		0	0		1	2021-07-08 02:44:25.096124	2022-06-16 18:12:17.267372	A PS1 RPG in the vein of Zelda, Alundra has the player control a psychic youth as he combats an ancient evil that threatens to overwhelm the peaceful village of Inoa.	Matrix Software	T	0	alundra.chd	2						0		29		1		Working Designs		NA					Alundra	0	1997
77		0	0		1	2021-07-08 02:58:09.830603	2023-02-01 18:33:05.676977	Nippon shenanigans to twist your melon! 85 games jam-packed onto one bumper party disc... and every one of them as mad as a fish. The world of Bishi Bashi Special awaits. Are you up for the challenge?	Konami	E10	0	bishi-bashi-special.chd	9						0		29		8		Konami		NA				Party	Bishi Bashi Special	0	2000
78		0	0		1	2021-07-08 03:04:09.948280	2022-11-01 04:20:59.042734	After being summoned to another world, the brash young swordsman Musashi embarks on a quest to save the peaceful Allucaneet Kingdom from the evil Thirstquencher Empire.	Squaresoft	E	0	brave-fencer-musashi.chd	3						0		29		1		Square EA		NA					Brave Fencer Musashi	0	1998
79		0	0		1	2021-07-08 03:07:21.850886	2022-03-31 21:32:42.311833	"""Bushido"" is the soul of Japan - an ancient honor code deeply followed by samurai warriors for centuries. Plunge into real world battles across vast 3D environments that you can run, slice and tear through. Sword matches become unbelievably real where one critical blow is the mean difference between death and victory."	LightWeight	T	0	bushido-blade.chd	7						0		29		2		Squaresoft		NA					Bushido Blade	0	1997
80		0	0		1	2021-07-08 03:12:51.233000	2022-11-01 04:31:55.999830	The sequel to the most original and realistic fighting game - bigger, better and more brutal than ever.No life bars, no time limits, no mercy. And a single blow can still make the difference between life and death.	Squaresoft	T	0	bushido-blade-2.chd	7						0		29		2		Sony		NA					Bushido Blade 2	0	1998
81		0	0		1	2021-07-08 03:31:59.872853	2022-12-07 02:10:27.586447	The sequel to the classic Super Nintendo RPG, Chrono Cross expanded the franchise to alternate universes, adopted a turn-based combat system, and had dozens of playable characters.	Squaresoft	T	0	chrono-cross.m3u	12						0		29		1		Squaresoft		NA					Chrono Cross	0	1999
82		1	0		0	2021-07-12 21:14:38.376674	2022-02-04 22:07:27.848889	A magical journey through a universe of visually stunning and playfully interactive monster heads.	KO-OP	E	0	gnog	9	1 GB VRAM	2 GB				0	Windows 7	40		1	2 GHz	Double Fine Productions	2 GB	NA			GOG		GNOG	0	2018
83		0	0		1	2021-07-12 22:06:25.070242	2022-02-04 23:14:51.870921	Combat racing turned upside down! GRIP is a high octane, hardcore combat racer, packing ferocious speed and armed to the teeth with heavy weapons. Harnessing gravity defying physics alongside a bristling arsenal of outlandish weapons, GRIP delivers the fastest, most competitive racing experience ever.	Wired Productions	E10	0	grip-combat-racing	11	Nvidia GeForce GTX 560/AMD Radeon HD 6850, DirectX 11 compatible	8 GB				0	Windows 7	40		1	Intel Core i3-3220/AMD FX-6300	Wired Productions	4 GB	NA			GOG		Grip: Combat Racing	0	2018
84		1	0		1	2021-07-13 15:17:09.913988	2022-02-04 23:16:39.741300	The Hellgate: London is a legendary action role-playing game presenting a near future devastated by demons. As a survivor, you must fight minions of darkness and rescue humanity. The game offers infinite playability to its users with different modes, levels, random generated monsters and huge collection of weapons and items. You can enjoy playing game in either third-person or first-person perspective.	Flagship Studios	M	0	hellgate-london	3	Nvidia GeForce 6200/ATI Radeon 9000	6 GB				0	XP	40		1	1.8 GHz	Electronic Arts	1 GB	NA				Fantasy, First-Person, Third-Person	Hellgate: London	0	2007
85		1	1		1	2021-07-13 15:54:24.389143	2022-02-05 01:21:35.049346	Legend tells of a legendary warrior whose kung fu skills were the stuff of legend. Become that warrior in Kung Fu Panda the video game. Inspired by the movie, Kung Fu Panda is an action platformer where the player takes on the roles of Po and the Furious Five in their quest to stop Tai Lung from obtaining the Dragon Scrolls. Po must confront many enemies on his way to becoming the Dragon Warrior, and will learn new kung fu techniques as he gets closer to achieving his goal.	Luxoflux	E10	0	kung-fu-panda	1	128 MB of VRAM/DirectX 9.0c compatible	6.1 GB				0	Windows XP (SP2)	40		4	2.4 GHz	Activision	512 MB	NA				Brawler	Kung Fu Panda	0	2008
86		1	0		1	2021-07-14 17:14:09.611522	2022-02-05 20:27:47.633501	The Syberia Collection is a pack of two award-winning classic adventure games that combine elaborate puzzles with a breathtaking story and poetic atmosphere. Created by comic book artist Benoît Sokal at the beginning of XXI century, they remain milestones in the point‘n’click genre to this day.	Microïds	T	0	syberia-collection	4	128 MB VRAM	2.7 GB				0	Windows XP	40		1	1.5 GHz	Microïds	512 MB	NA			GOG	Point & Click	Syberia Collection	0	2002
87		0	0		0	2021-07-14 18:21:53.493565	2023-05-20 20:09:58.491326	"Oni takes place in the year 2032, in a universe heavily inspired by Masamune Shirow’s Ghost in the Shell manga series. The player takes on the role of Konoko, a TCTF agent, tasked with tracking down a criminal organization known as the Syndicate.

The Anniversary Edition enhances a retail copy of Oni and is the result of years of research, work and discussion in the Oni fan community."	Bungie	T	0	oni	1	DirectX 6.0	800 MB		Anniversary Edition		0	Windows XP	40		1	400 MHz	Gathering of Developers	96 MB	NA	[GAMEPATH]/drive_c/Program Files/Oni/AE/persist.dat			Brawler, Shooter	Oni	0	2001
88		0	1	107	1	2021-07-14 20:22:59.686183	2024-05-11 19:52:50.009923	"It's Pizza Time! Teenage Mutant Ninja Turtles: Rescue-Palooza is a free fan-made beat-em-up game based on the TMNT! An update and homage to the classic NES titles, with tons of characters playable for the first time!

- 60 playable characters
- 17 stages
- 4 Bonus stages
- 4-player local coop
- Voice clips from the TV show
- Rideable vehicles"	Merso X	E10	0	tmnt-rescue-palooza	1						0		40		4		Merso X		NA				Brawler	TMNT: Rescue-Palooza!	0	2019
89		0	0		1	2021-07-15 00:20:00.272477	2022-02-05 18:22:03.282231	Tanks patrol the desolate city streets, turrets and missil sites threaten the skies. Robot warriors carrying pulse rifles surround military installations. Command a tank that can change into four different types of vehicles a Tank, A hover-tank, a Amphibious tank, and a Submarine. Fight through six missions of Tank blasting action on your way to destroying Megacorp!	Zipper Interactive	T	0	recoil	1	2 MB of VRAM	220 MB				0	Windows 98	40		1	166 MHz	Electronic Arts	32 MB	NA				Shooter	Recoil	0	1999
90		0	0	25	1	2021-07-16 00:15:21.836660	2022-11-10 03:26:40.201096	Take control of Samus Aran in her first 3D adventure as she battles the Space Pirates on Tallon IV while uncovering the mysterious disappearance of its inhabitants.	Retro Studios	T	0	metroid-prime.rvz	2						0		10		1		Nintendo		NA				First-Person, Sci-Fi, Metroidvania, Shooter	Metroid Prime	0	2002
91		0	0	25	1	2021-07-16 00:22:29.860383	2022-11-10 03:26:06.783597	Intergalactic Bounty Hunter Samus Aran struggles to rid Aether of darkness and the Ing Horde in the second 3D Metroid game for the Nintendo GameCube.	Retro Studios	T	0	metroid-prime-2-echoes.rvz	2						0		10		1		Nintendo		NA				First-Person, Metroidvania, Shooter, Sci-Fi	Metroid Prime 2: Echoes	0	2004
92		0	1	3	1	2021-07-16 00:36:42.941955	2022-10-26 23:59:32.667729	"The game is a street football game in which the player can take control of 4-player versions of national football teams in matches where the object is to win by scoring a set amount of goals or points via tricks, or within a time limit. In the career mode ""Rule the Streets"", one creates a player and competes in tournaments around the world to obtain ""Skill Bills"" to buy clothing and upgrade his rating. As the player improves, he can captain his own street football team and eventually become an international. The best players have special moves often named after their nickname."	EA Canada	E	0	fifa-street-2.gcz	13						0		10		4		EA Sports BIG		NA					FIFA Street 2	0	2006
93		0	1		1	2021-07-16 01:04:48.319275	2022-11-10 02:52:12.082941	The second chapter in the epic story of Middle-earth pits you against Sauron and the evil forces of Mordor. In The Lord of the Rings: The Two Towers, you'll battle an army of 10,000 Uruk-Hai on the walls of Helm's Deep, hordes of Orcs on the plains of Rohan, and even the monstrous Cave Troll in Balin's Tomb. Guide Aragorn, Gimli, or Legolas through 13 interactive environments, using each character's unique moves, skills, and weaponry to complete your quest.	Hypnos Entertainment	T	0	lord-of-the-rings-two-towers.rvz	2						0		10		2		Electronic Arts		NA				Fantasy, Hack & Slash	Lord of the Rings: The Two Towers, The	0	2002
